player,shot_type,location,defender_distance,time_remaining,score_diff,shot_success
Player B,MIDRANGE,right wing,3.95,23,4,True
Player B,LAYUP,paint,3.49,2,-2,True
Player A,LAYUP,top of key,2.88,19,4,True
Player C,3PT,right wing,2.18,20,-2,False
Player B,3PT,right wing,1.78,12,10,False
Player A,3PT,top of key,1.95,9,-1,True
Player C,LAYUP,right wing,1.27,5,-2,False
Player B,3PT,paint,2.41,9,1,False
Player A,3PT,paint,2.4,18,5,False
Player A,LAYUP,left wing,2.27,10,2,True
Player A,MIDRANGE,paint,1.26,10,-1,False
Player A,MIDRANGE,top of key,2.96,10,5,True
Player B,3PT,right wing,1.58,14,10,True
Player A,LAYUP,top of key,3.38,8,1,True
Player C,MIDRANGE,right wing,1.26,14,-7,False
Player C,LAYUP,right wing,3.06,22,0,True
Player B,3PT,left wing,2.92,5,-1,False
Player B,LAYUP,top of key,3.73,4,-4,False
Player A,3PT,right wing,0.94,23,-1,False
Player C,3PT,right wing,2.86,17,7,False
Player C,3PT,paint,1.86,15,-10,False
Player A,3PT,right wing,1.66,4,-6,False
Player B,LAYUP,paint,0.62,12,-6,True
Player B,3PT,right wing,2.64,14,-7,False
Player B,LAYUP,paint,3.72,11,-9,True
Player A,MIDRANGE,right wing,3.08,6,0,False
Player B,3PT,right wing,0.78,21,6,True
Player B,3PT,paint,2.41,14,3,True
Player C,LAYUP,left wing,3.72,12,-4,True
Player A,LAYUP,paint,3.48,7,1,False
Player C,3PT,top of key,1.73,16,1,False
Player A,MIDRANGE,left wing,3.7,19,9,False
Player A,LAYUP,paint,2.78,19,7,True
Player B,3PT,paint,2.62,24,8,False
Player A,3PT,right wing,3.47,24,-10,True
Player A,LAYUP,top of key,0.98,14,-5,True
Player C,MIDRANGE,top of key,1.11,2,7,False
Player B,LAYUP,top of key,3.32,6,0,False
Player B,LAYUP,paint,1.56,10,9,True
Player A,LAYUP,top of key,2.65,14,9,False
Player A,3PT,left wing,2.82,4,-2,False
Player C,LAYUP,top of key,2.75,1,-6,False
Player A,MIDRANGE,top of key,1.68,20,-5,True
Player A,MIDRANGE,right wing,3.87,1,-10,False
Player A,LAYUP,left wing,0.82,16,3,False
Player B,MIDRANGE,left wing,2.98,16,-3,True
Player B,3PT,top of key,1.05,7,-4,False
Player C,MIDRANGE,left wing,2.84,12,-3,False
Player B,LAYUP,right wing,1.54,16,-2,True
Player C,3PT,left wing,3.0,5,8,False
Player C,3PT,right wing,1.89,18,8,True
Player B,MIDRANGE,left wing,1.4,2,1,True
Player C,MIDRANGE,paint,3.76,20,3,False
Player A,LAYUP,left wing,2.5,5,-1,False
Player B,LAYUP,top of key,3.84,2,4,True
Player A,LAYUP,left wing,2.42,23,-6,True
Player C,MIDRANGE,top of key,0.63,21,-5,False
Player C,3PT,left wing,1.38,2,-8,True
Player C,3PT,paint,3.47,2,-4,True
Player B,3PT,paint,2.31,20,9,True
Player B,LAYUP,top of key,2.68,19,10,True
Player C,3PT,top of key,1.43,23,10,False
Player A,LAYUP,right wing,3.83,15,0,True
Player B,LAYUP,right wing,3.1,19,5,True
Player C,3PT,right wing,3.15,23,7,True
Player A,LAYUP,right wing,1.92,22,3,True
Player A,MIDRANGE,top of key,3.52,24,-1,False
Player C,3PT,paint,3.24,24,-5,True
Player A,LAYUP,left wing,0.51,13,-10,True
Player C,MIDRANGE,left wing,1.48,20,3,True
Player A,MIDRANGE,paint,3.94,21,-8,False
Player C,LAYUP,paint,2.32,14,-6,False
Player B,3PT,top of key,0.59,19,-1,False
Player B,LAYUP,right wing,0.65,22,6,True
Player A,LAYUP,right wing,2.2,15,2,False
Player A,MIDRANGE,top of key,3.18,8,-8,True
Player C,LAYUP,paint,2.37,4,-4,True
Player B,LAYUP,paint,1.49,15,-5,False
Player C,3PT,paint,2.65,11,3,True
Player A,MIDRANGE,left wing,1.58,8,-7,False
Player B,MIDRANGE,left wing,1.45,17,9,True
Player B,3PT,top of key,0.72,13,-1,False
Player B,MIDRANGE,paint,3.42,20,0,False
Player C,3PT,right wing,1.64,8,-6,True
Player C,LAYUP,left wing,1.8,12,-2,True
Player C,LAYUP,right wing,3.05,8,-6,True
Player B,3PT,left wing,1.8,3,-8,True
Player C,3PT,paint,3.12,24,-1,False
Player A,MIDRANGE,paint,2.81,20,-7,True
Player C,LAYUP,left wing,3.66,6,3,True
Player C,LAYUP,paint,1.75,24,-1,True
Player A,LAYUP,top of key,2.3,20,-8,False
Player A,LAYUP,left wing,0.55,5,-2,True
Player B,3PT,paint,3.63,7,-9,True
Player A,3PT,top of key,0.64,16,-5,False
Player C,LAYUP,top of key,0.88,8,-7,True
Player A,3PT,paint,1.29,22,-10,False
Player B,MIDRANGE,right wing,3.29,12,8,True
Player C,MIDRANGE,left wing,1.11,12,-3,True
Player B,LAYUP,top of key,1.84,4,-8,True
Player A,MIDRANGE,right wing,1.13,3,4,True
Player C,LAYUP,top of key,3.87,5,-10,False
Player A,MIDRANGE,paint,3.95,3,1,False
Player C,LAYUP,left wing,3.53,2,-6,True
Player B,LAYUP,top of key,2.71,19,-1,True
Player C,LAYUP,left wing,2.08,22,1,True
Player A,MIDRANGE,left wing,3.11,10,-1,False
Player A,3PT,left wing,2.13,4,-1,False
Player C,LAYUP,left wing,3.52,24,-8,False
Player A,3PT,right wing,3.39,20,-8,True
Player C,MIDRANGE,left wing,1.98,24,4,True
Player A,MIDRANGE,paint,3.93,8,5,True
Player A,LAYUP,right wing,3.85,2,-4,True
Player A,3PT,top of key,1.61,17,4,True
Player A,LAYUP,right wing,0.92,19,-5,False
Player B,LAYUP,right wing,0.68,3,7,True
Player C,MIDRANGE,right wing,2.61,13,-8,True
Player B,LAYUP,right wing,0.88,13,-2,True
Player A,3PT,paint,2.87,5,7,False
Player B,3PT,paint,1.57,9,3,True
Player A,3PT,right wing,2.94,9,-6,False
Player B,3PT,left wing,3.8,13,6,False
Player A,3PT,top of key,2.67,1,-5,False
Player C,MIDRANGE,left wing,0.53,15,-4,True
Player B,MIDRANGE,top of key,1.44,20,-4,False
Player B,MIDRANGE,top of key,2.45,14,-2,False
Player C,LAYUP,paint,0.94,13,-6,True
Player C,LAYUP,left wing,2.5,6,6,True
Player B,3PT,left wing,2.29,14,4,False
Player C,MIDRANGE,top of key,3.1,10,-10,True
Player A,3PT,top of key,1.88,7,-2,False
Player B,3PT,right wing,2.24,1,10,True
Player A,3PT,left wing,2.83,13,10,False
Player C,LAYUP,top of key,2.74,13,3,False
Player A,LAYUP,paint,1.93,16,0,True
Player C,LAYUP,left wing,3.98,11,-10,False
Player C,LAYUP,left wing,1.87,21,7,True
Player C,LAYUP,right wing,2.39,9,4,True
Player B,MIDRANGE,left wing,2.01,13,-1,True
Player B,3PT,top of key,2.74,6,-4,False
Player B,MIDRANGE,paint,0.91,19,5,True
Player B,MIDRANGE,left wing,1.06,10,-10,False
Player A,3PT,paint,2.03,1,-2,False
Player B,LAYUP,left wing,1.41,20,8,True
Player B,LAYUP,left wing,2.11,16,8,False
Player B,LAYUP,paint,3.91,19,3,True
Player C,LAYUP,top of key,1.35,5,-10,True
Player A,LAYUP,left wing,3.68,11,0,True
Player A,3PT,left wing,3.49,17,-4,True
Player B,LAYUP,paint,2.58,15,7,False
Player A,LAYUP,right wing,2.77,6,-5,False
Player C,3PT,paint,3.64,24,5,False
Player B,3PT,top of key,1.75,16,6,True
Player C,MIDRANGE,top of key,3.16,7,-5,False
Player B,3PT,left wing,1.29,24,-3,False
Player C,3PT,right wing,0.54,18,10,False
Player C,MIDRANGE,top of key,1.84,7,-3,False
Player C,MIDRANGE,left wing,3.04,5,4,False
Player A,3PT,left wing,0.89,21,-6,False
Player B,3PT,top of key,2.18,16,3,True
Player A,3PT,top of key,1.26,12,-7,False
Player B,3PT,paint,2.49,9,5,False
Player B,LAYUP,left wing,3.05,12,-5,False
Player A,3PT,left wing,0.65,15,9,False
Player B,LAYUP,left wing,0.67,5,-3,True
Player C,MIDRANGE,top of key,2.86,5,-2,False
Player B,MIDRANGE,paint,1.44,10,-9,False
Player C,MIDRANGE,top of key,2.79,2,1,False
Player A,LAYUP,right wing,2.47,2,4,False
Player B,MIDRANGE,left wing,1.06,9,6,False
Player A,LAYUP,paint,1.03,3,-3,False
Player A,LAYUP,top of key,3.5,6,-7,False
Player A,3PT,left wing,2.84,5,1,False
Player B,MIDRANGE,top of key,2.09,8,-8,False
Player B,MIDRANGE,left wing,2.72,12,8,False
Player A,3PT,right wing,0.69,9,-7,False
Player A,MIDRANGE,right wing,3.59,14,-6,True
Player A,LAYUP,top of key,3.43,9,-1,False
Player C,3PT,right wing,3.87,4,-6,False
Player C,MIDRANGE,paint,1.54,23,-5,False
Player A,3PT,top of key,2.57,14,-6,True
Player C,LAYUP,paint,3.98,4,-7,True
Player B,3PT,right wing,3.63,14,3,True
Player A,LAYUP,top of key,1.43,4,-5,False
Player C,3PT,left wing,3.86,12,-9,False
Player B,3PT,right wing,3.64,9,0,True
Player B,3PT,left wing,2.54,23,3,False
Player B,LAYUP,top of key,2.76,3,-4,True
Player B,LAYUP,left wing,3.92,8,-1,True
Player A,3PT,left wing,1.36,15,8,False
Player C,MIDRANGE,top of key,2.11,8,-6,False
Player A,MIDRANGE,left wing,3.61,2,-1,False
Player B,LAYUP,left wing,1.21,4,-8,False
Player A,3PT,paint,2.7,9,-8,False
Player A,LAYUP,right wing,1.08,6,8,False
Player A,3PT,right wing,1.53,10,2,True
Player C,3PT,left wing,0.99,8,8,True
Player C,LAYUP,left wing,3.73,13,5,True
Player C,LAYUP,left wing,1.61,6,6,True
Player C,3PT,top of key,2.53,7,-8,False
Player C,3PT,paint,1.42,14,-4,True
Player C,LAYUP,left wing,0.85,13,0,True
Player B,3PT,top of key,3.29,16,-6,False
Player B,MIDRANGE,paint,1.7,24,-10,False
Player C,3PT,top of key,1.98,11,7,True
Player C,LAYUP,right wing,3.45,23,1,True
Player C,3PT,left wing,2.63,20,-1,True
Player B,3PT,left wing,1.06,18,10,False
Player C,3PT,right wing,3.79,11,-8,False
Player C,MIDRANGE,right wing,0.56,3,7,False
Player A,3PT,top of key,3.68,23,3,True
Player C,LAYUP,left wing,3.06,24,-5,False
Player A,MIDRANGE,right wing,2.78,3,0,False
Player B,LAYUP,top of key,3.23,17,1,True
Player A,3PT,left wing,1.16,16,-2,False
Player A,MIDRANGE,left wing,1.57,4,0,True
Player B,MIDRANGE,left wing,3.08,16,9,False
Player A,LAYUP,top of key,2.62,15,10,True
Player B,LAYUP,top of key,1.07,23,2,False
Player A,LAYUP,left wing,1.35,15,-4,False
Player B,3PT,paint,3.62,4,4,False
Player A,3PT,left wing,0.51,22,9,True
Player C,LAYUP,paint,2.43,2,10,True
Player B,MIDRANGE,top of key,1.01,20,6,False
Player A,LAYUP,paint,3.56,19,-9,False
Player B,LAYUP,left wing,1.14,23,-1,True
Player B,3PT,left wing,1.34,9,-5,True
Player A,MIDRANGE,left wing,2.1,11,7,True
Player B,3PT,left wing,3.19,13,9,False
Player C,LAYUP,right wing,1.28,14,6,False
Player B,LAYUP,right wing,1.4,1,-3,True
Player A,MIDRANGE,right wing,3.77,10,9,False
Player A,LAYUP,top of key,3.02,7,8,False
Player A,3PT,right wing,2.53,3,7,False
Player A,MIDRANGE,paint,1.9,11,-10,False
Player C,3PT,paint,1.35,15,-2,False
Player A,MIDRANGE,left wing,1.21,7,-9,False
Player B,LAYUP,paint,1.46,12,-2,False
Player C,LAYUP,paint,1.65,14,0,True
Player A,LAYUP,right wing,3.7,3,-4,False
Player A,MIDRANGE,left wing,1.39,8,0,True
Player A,3PT,paint,0.69,22,-6,True
Player A,MIDRANGE,paint,2.92,22,0,False
Player C,3PT,top of key,2.2,23,-4,True
Player B,LAYUP,paint,3.89,7,-3,False
Player B,LAYUP,left wing,2.38,7,-6,True
Player A,LAYUP,right wing,0.96,14,-5,False
Player A,LAYUP,top of key,0.88,12,-2,False
Player C,3PT,right wing,1.81,23,3,False
Player B,LAYUP,paint,3.98,13,-6,True
Player B,3PT,top of key,3.95,3,2,False
Player C,LAYUP,paint,1.02,1,-4,True
Player A,3PT,paint,1.16,6,10,False
Player A,LAYUP,top of key,3.58,13,6,False
Player C,3PT,left wing,2.01,5,-6,False
Player A,MIDRANGE,right wing,1.36,14,-6,False
Player C,3PT,right wing,0.53,11,4,False
Player B,LAYUP,top of key,1.27,8,6,True
Player C,MIDRANGE,left wing,0.68,13,-8,False
Player B,LAYUP,left wing,1.12,19,-8,True
Player C,3PT,top of key,1.22,19,-2,False
Player B,3PT,right wing,1.66,4,-8,False
Player C,MIDRANGE,left wing,0.75,22,-6,True
Player A,3PT,paint,2.29,24,-8,True
Player C,3PT,top of key,3.12,18,-10,True
Player A,LAYUP,paint,2.37,1,10,False
Player B,LAYUP,left wing,3.0,9,9,True
Player C,3PT,paint,2.59,11,5,True
Player A,3PT,paint,3.47,24,-5,True
Player B,3PT,left wing,2.88,6,6,True
Player A,LAYUP,top of key,2.18,11,-6,True
Player A,3PT,paint,1.48,22,10,False
Player A,MIDRANGE,top of key,1.94,15,4,False
Player A,MIDRANGE,left wing,2.92,17,7,True
Player C,MIDRANGE,right wing,3.15,4,0,True
Player B,3PT,paint,2.25,20,0,True
Player A,LAYUP,paint,1.07,1,-10,True
Player A,3PT,right wing,0.74,12,4,True
Player C,MIDRANGE,paint,3.19,4,-4,False
Player C,LAYUP,paint,1.28,20,7,False
Player A,MIDRANGE,left wing,0.74,17,-6,False
Player A,MIDRANGE,right wing,3.35,9,1,False
Player B,3PT,top of key,3.97,6,-4,False
Player C,3PT,left wing,3.76,7,8,True
Player A,3PT,paint,0.97,17,-7,False
Player B,3PT,right wing,1.49,23,1,True
Player A,LAYUP,left wing,2.29,6,10,True
Player B,3PT,top of key,1.07,21,-6,False
Player C,LAYUP,paint,2.62,6,9,True
Player C,LAYUP,right wing,3.96,13,-9,True
Player B,MIDRANGE,paint,0.96,17,0,False
Player A,MIDRANGE,left wing,3.96,21,4,True
Player C,MIDRANGE,right wing,2.61,5,-6,True
Player A,3PT,top of key,0.69,12,-7,False
Player A,3PT,top of key,3.67,23,2,True
Player B,3PT,left wing,1.63,3,-10,True
Player A,3PT,top of key,3.44,19,1,True
Player C,LAYUP,top of key,1.48,16,0,False
Player B,3PT,top of key,0.83,10,0,False
Player B,3PT,paint,3.48,11,-7,False
Player B,LAYUP,left wing,2.38,21,-5,True
Player A,3PT,top of key,0.82,9,-8,True
Player B,MIDRANGE,paint,2.75,21,-10,False
Player A,3PT,top of key,2.15,5,3,False
Player C,MIDRANGE,left wing,3.07,5,-10,True
Player B,3PT,paint,1.48,11,10,False
Player B,LAYUP,top of key,3.36,10,0,False
Player C,MIDRANGE,left wing,3.53,14,-9,False
Player B,LAYUP,top of key,1.18,15,10,False
Player B,3PT,paint,3.65,4,-10,False
Player C,3PT,top of key,2.01,3,-2,True
Player A,3PT,paint,1.59,24,-5,False
Player A,3PT,paint,2.57,8,4,True
Player B,3PT,left wing,2.25,21,0,False
Player A,LAYUP,paint,2.22,2,6,True
Player C,MIDRANGE,left wing,2.4,2,7,True
Player A,3PT,right wing,1.39,18,-8,True
Player A,LAYUP,right wing,2.16,6,-7,True
Player B,MIDRANGE,right wing,2.56,3,3,True
Player C,3PT,right wing,1.54,24,5,False
Player C,LAYUP,paint,3.57,23,-4,True
Player B,MIDRANGE,right wing,3.94,22,-5,False
Player A,3PT,right wing,1.7,19,2,False
Player A,MIDRANGE,right wing,1.93,5,-9,True
Player C,MIDRANGE,paint,3.7,21,5,True
Player B,3PT,right wing,2.77,22,1,True
Player C,LAYUP,left wing,3.25,8,-2,False
Player A,LAYUP,right wing,2.08,4,-6,True
Player B,3PT,top of key,1.97,15,-3,True
Player C,LAYUP,left wing,2.17,14,3,True
Player A,LAYUP,top of key,2.03,6,5,True
Player C,3PT,paint,2.86,12,1,True
Player C,3PT,paint,3.73,9,6,False
Player B,LAYUP,right wing,1.86,8,-7,True
Player A,MIDRANGE,right wing,3.06,22,-9,True
Player A,LAYUP,top of key,0.85,22,0,True
Player C,MIDRANGE,top of key,3.44,21,-1,False
Player C,3PT,left wing,1.78,10,-6,True
Player C,LAYUP,top of key,3.85,11,-6,True
Player C,MIDRANGE,left wing,3.49,2,-10,False
Player A,3PT,right wing,1.64,1,-2,False
Player C,LAYUP,right wing,3.7,13,3,False
Player C,LAYUP,top of key,3.39,7,-4,False
Player A,3PT,left wing,3.52,3,-8,False
Player C,3PT,paint,3.0,7,-6,True
Player B,LAYUP,right wing,0.94,2,9,False
Player B,LAYUP,left wing,3.81,22,-10,True
Player B,3PT,top of key,3.32,13,-1,False
Player A,MIDRANGE,paint,3.97,8,8,True
Player B,LAYUP,top of key,2.86,22,-5,True
Player C,LAYUP,right wing,1.43,15,3,False
Player B,LAYUP,right wing,2.61,9,-2,True
Player C,MIDRANGE,top of key,1.39,4,4,False
Player C,LAYUP,left wing,1.09,22,-4,False
Player A,3PT,paint,2.22,24,4,True
Player C,MIDRANGE,paint,1.92,17,3,True
Player C,3PT,paint,3.09,3,5,False
Player C,MIDRANGE,top of key,1.12,20,5,False
Player B,MIDRANGE,top of key,3.28,3,9,False
Player B,LAYUP,top of key,1.83,8,1,True
Player A,3PT,left wing,2.56,4,10,True
Player A,MIDRANGE,paint,3.13,11,-2,True
Player A,3PT,right wing,2.38,22,-2,False
Player A,LAYUP,paint,0.91,20,6,False
Player A,MIDRANGE,top of key,1.15,13,9,False
Player A,3PT,top of key,3.41,19,10,False
Player B,LAYUP,right wing,2.07,13,1,False
Player C,3PT,left wing,1.33,15,-8,True
Player B,MIDRANGE,paint,1.48,17,9,True
Player B,MIDRANGE,right wing,2.55,13,10,False
Player A,MIDRANGE,right wing,3.31,13,-6,True
Player A,MIDRANGE,top of key,2.44,5,6,True
Player B,3PT,right wing,3.85,12,-5,False
Player B,LAYUP,top of key,3.02,4,6,False
Player A,3PT,paint,3.23,7,8,True
Player C,LAYUP,paint,2.42,9,-9,True
Player B,3PT,paint,0.81,10,6,True
Player C,3PT,top of key,2.85,14,-6,False
Player A,MIDRANGE,paint,1.03,5,-1,False
Player B,LAYUP,top of key,1.43,18,-5,True
Player A,MIDRANGE,top of key,2.11,23,-10,False
Player C,MIDRANGE,paint,1.78,7,1,True
Player B,MIDRANGE,left wing,1.61,8,-7,True
Player C,MIDRANGE,top of key,2.86,8,-4,True
Player C,3PT,left wing,2.1,1,-2,True
Player A,3PT,top of key,1.71,13,5,True
Player A,LAYUP,top of key,1.11,9,-1,False
Player A,LAYUP,right wing,1.6,20,-4,True
Player B,3PT,paint,3.45,16,-5,False
Player C,LAYUP,paint,0.77,12,4,True
Player B,MIDRANGE,left wing,1.75,5,-4,False
Player C,LAYUP,paint,3.16,23,9,False
Player C,LAYUP,paint,1.41,9,9,True
Player B,LAYUP,right wing,3.37,5,-3,True
Player B,3PT,paint,3.33,19,8,True
Player B,MIDRANGE,right wing,1.8,22,-1,False
Player C,LAYUP,right wing,3.97,8,10,False
Player C,3PT,top of key,3.51,18,6,False
Player C,3PT,right wing,3.53,21,8,False
Player C,LAYUP,left wing,3.37,16,0,True
Player C,MIDRANGE,top of key,1.28,15,-1,False
Player B,3PT,top of key,2.96,16,-4,False
Player B,3PT,right wing,2.66,1,1,True
Player A,LAYUP,top of key,3.86,12,-1,True
Player B,MIDRANGE,right wing,3.26,1,-8,False
Player C,LAYUP,top of key,2.6,3,-9,False
Player C,3PT,top of key,1.66,12,3,True
Player C,3PT,paint,0.76,23,-6,False
Player A,MIDRANGE,paint,2.84,23,10,True
Player C,MIDRANGE,right wing,1.67,9,5,True
Player A,3PT,top of key,2.16,22,7,False
Player C,3PT,top of key,2.05,23,-4,True
Player C,3PT,right wing,3.98,18,-10,False
Player C,MIDRANGE,top of key,3.82,9,-9,False
Player A,3PT,paint,3.01,18,-6,False
Player C,MIDRANGE,right wing,2.36,19,3,True
Player A,LAYUP,right wing,3.15,4,-5,False
Player C,MIDRANGE,paint,1.7,5,-8,True
Player C,LAYUP,paint,1.22,13,-1,True
Player C,MIDRANGE,top of key,2.91,2,5,False
Player B,MIDRANGE,top of key,2.89,16,6,True
Player A,MIDRANGE,paint,3.26,2,-5,False
Player A,3PT,top of key,3.83,21,-5,False
Player B,3PT,paint,3.15,23,-6,False
Player B,LAYUP,left wing,3.95,8,-8,False
Player C,LAYUP,left wing,2.73,13,-9,False
Player B,LAYUP,left wing,1.36,3,-2,True
Player B,MIDRANGE,right wing,3.79,6,-6,False
Player C,LAYUP,paint,1.94,12,-10,True
Player C,MIDRANGE,top of key,2.86,4,-4,True
Player B,3PT,right wing,3.3,19,-7,True
Player B,MIDRANGE,top of key,0.93,1,-9,True
Player C,LAYUP,right wing,1.54,8,8,True
Player B,LAYUP,top of key,2.83,1,-4,True
Player C,MIDRANGE,top of key,2.09,22,5,True
Player B,LAYUP,paint,3.8,1,5,False
Player B,3PT,right wing,2.41,12,-3,False
Player B,LAYUP,paint,1.87,11,-10,True
Player A,LAYUP,right wing,1.19,9,-6,True
Player B,MIDRANGE,left wing,2.25,5,-1,True
Player B,LAYUP,paint,3.77,14,7,True
Player C,3PT,right wing,0.88,24,-1,False
Player C,3PT,left wing,3.59,4,-5,False
Player A,LAYUP,top of key,3.39,22,-9,False
Player B,3PT,right wing,2.46,2,2,False
Player C,MIDRANGE,paint,3.0,17,-8,False
Player C,LAYUP,top of key,2.48,4,-6,True
Player B,3PT,right wing,3.74,16,-8,True
Player C,LAYUP,right wing,3.41,15,-3,True
Player B,MIDRANGE,right wing,2.1,11,-7,True
Player C,LAYUP,left wing,2.88,2,-2,True
Player A,3PT,right wing,3.06,15,2,True
Player B,3PT,left wing,2.09,1,6,False
Player C,MIDRANGE,left wing,3.31,16,1,False
Player B,MIDRANGE,top of key,3.98,14,-4,False
Player C,MIDRANGE,paint,3.52,1,10,False
Player A,3PT,left wing,1.75,16,-2,False
Player B,MIDRANGE,top of key,0.58,21,9,True
Player B,LAYUP,top of key,3.12,6,5,True
Player C,LAYUP,left wing,3.03,9,6,True
Player B,LAYUP,paint,2.2,3,8,True
Player C,LAYUP,right wing,3.72,8,1,True
Player C,MIDRANGE,left wing,2.25,17,-4,False
Player B,LAYUP,paint,2.22,9,-8,True
Player B,3PT,top of key,3.2,8,0,False
Player A,3PT,top of key,2.89,23,-6,False
Player B,MIDRANGE,top of key,1.08,21,7,False
Player B,MIDRANGE,top of key,2.51,7,-9,True
Player A,3PT,right wing,2.31,13,-2,False
Player C,MIDRANGE,left wing,2.12,5,-1,True
Player C,LAYUP,right wing,3.28,8,2,True
Player C,3PT,left wing,1.68,10,3,False
Player A,LAYUP,right wing,2.55,20,4,True
Player C,LAYUP,left wing,3.28,15,6,True
Player B,MIDRANGE,top of key,2.96,20,-6,False
Player A,3PT,top of key,1.05,21,8,False
Player B,3PT,paint,1.47,24,6,False
Player C,LAYUP,top of key,3.85,9,3,False
Player A,3PT,paint,1.52,13,10,False
Player C,3PT,top of key,2.92,16,6,False
Player C,MIDRANGE,paint,1.1,17,-7,True
Player C,MIDRANGE,right wing,2.66,15,-8,False
Player C,3PT,right wing,0.94,5,-8,False
Player A,LAYUP,top of key,3.65,9,-4,True
Player C,3PT,left wing,0.84,11,-7,False
Player B,MIDRANGE,left wing,2.6,18,3,False
Player B,3PT,left wing,2.04,17,5,False
Player A,3PT,left wing,2.76,18,-1,True
Player A,3PT,right wing,0.65,11,7,False
Player A,3PT,top of key,3.28,13,-7,False
Player B,LAYUP,right wing,3.21,8,0,False
Player A,MIDRANGE,top of key,3.47,10,-4,False
Player C,3PT,left wing,3.26,13,2,True
Player A,LAYUP,right wing,2.36,16,-3,True
Player C,MIDRANGE,paint,3.89,6,5,False
Player A,LAYUP,top of key,2.62,5,-10,True
Player B,MIDRANGE,paint,1.26,22,1,False
Player C,MIDRANGE,left wing,0.54,12,-10,False
Player A,3PT,right wing,2.54,3,0,False
Player B,LAYUP,left wing,1.77,11,-10,True
Player B,3PT,left wing,1.62,10,7,True
Player B,3PT,left wing,1.08,24,-10,True
Player A,LAYUP,paint,0.96,15,-8,False
Player C,MIDRANGE,left wing,2.58,22,-9,True
Player B,MIDRANGE,right wing,2.84,18,-9,True
Player C,MIDRANGE,paint,2.9,4,2,True
Player A,3PT,paint,3.53,14,3,True
Player A,3PT,right wing,1.46,20,10,False
Player C,3PT,left wing,1.3,22,7,True
Player A,LAYUP,right wing,3.81,9,-8,True
Player B,3PT,left wing,1.47,23,4,False
Player C,LAYUP,top of key,0.87,15,-9,True
Player B,LAYUP,paint,2.04,19,3,True
Player A,3PT,left wing,3.41,4,-4,False
Player C,LAYUP,top of key,1.85,12,1,True
Player B,MIDRANGE,top of key,2.45,21,-6,False
Player B,3PT,paint,2.16,5,7,True
Player B,MIDRANGE,paint,0.52,2,-1,True
Player B,MIDRANGE,top of key,2.22,1,0,False
Player C,LAYUP,paint,2.08,21,7,True
Player A,MIDRANGE,top of key,1.11,19,10,False
Player A,3PT,paint,2.47,7,9,False
Player A,LAYUP,top of key,3.48,5,3,False
Player C,MIDRANGE,left wing,3.04,22,4,False
Player A,LAYUP,top of key,3.44,15,-5,True
Player C,MIDRANGE,top of key,1.42,19,6,False
Player B,3PT,top of key,2.55,16,10,False
Player B,LAYUP,top of key,2.93,20,5,True
Player B,MIDRANGE,right wing,2.22,20,2,True
Player B,3PT,paint,1.65,1,8,True
Player C,3PT,left wing,0.94,21,1,False
Player C,MIDRANGE,right wing,2.12,17,7,True
Player A,MIDRANGE,paint,3.41,8,-2,False
Player A,MIDRANGE,paint,3.58,3,10,True
Player B,LAYUP,top of key,1.05,8,6,True
Player B,LAYUP,right wing,1.08,10,-2,True
Player C,LAYUP,right wing,0.61,1,2,True
Player B,LAYUP,paint,2.93,11,1,False
Player C,LAYUP,paint,3.68,24,5,True
Player A,3PT,paint,2.35,8,2,True
Player C,3PT,top of key,3.27,5,-1,False
Player B,LAYUP,left wing,1.85,2,-6,True
Player B,3PT,paint,2.58,3,-4,True
Player B,3PT,left wing,2.65,15,-5,False
Player B,3PT,paint,0.51,19,3,False
Player A,3PT,right wing,2.15,9,5,True
Player A,3PT,top of key,2.37,16,6,False
Player B,3PT,left wing,1.49,22,-1,False
Player C,3PT,paint,1.66,9,0,False
Player B,LAYUP,top of key,0.63,9,-3,True
Player B,3PT,paint,2.15,21,-2,False
Player A,LAYUP,left wing,2.22,19,0,False
Player B,MIDRANGE,left wing,3.98,8,-7,False
Player C,LAYUP,left wing,3.21,16,-6,True
Player A,MIDRANGE,top of key,2.41,20,2,True
Player B,MIDRANGE,paint,3.79,4,9,False
Player A,MIDRANGE,top of key,2.85,7,10,False
Player C,3PT,right wing,3.68,3,8,False
Player B,3PT,right wing,1.58,21,-2,False
Player A,MIDRANGE,top of key,0.92,4,-4,False
Player A,LAYUP,paint,1.92,15,-2,True
Player C,LAYUP,top of key,0.68,24,-2,True
Player C,LAYUP,top of key,2.8,18,-10,True
Player A,3PT,paint,2.25,1,-10,False
Player C,MIDRANGE,left wing,2.46,10,2,False
Player A,LAYUP,left wing,1.32,23,-8,True
Player A,MIDRANGE,top of key,1.21,11,4,True
Player A,MIDRANGE,left wing,0.57,14,3,False
Player B,3PT,left wing,1.65,17,6,False
Player A,LAYUP,left wing,1.49,17,5,True
Player C,LAYUP,top of key,2.98,1,-7,True
Player C,MIDRANGE,top of key,2.06,2,-2,False
Player B,MIDRANGE,top of key,2.99,22,-10,False
Player C,MIDRANGE,top of key,2.76,9,-4,True
Player A,3PT,paint,3.73,18,8,True
Player A,3PT,paint,0.65,23,3,True
Player A,3PT,right wing,3.45,15,1,False
Player C,LAYUP,paint,2.48,2,-8,False
Player A,MIDRANGE,top of key,0.92,15,9,False
Player C,3PT,right wing,0.98,11,2,False
